Country Name,Country Code,Indicator Name,2015,2016,2017,2018,2019,2020,2021
Argentina,ARG,Pump price for diesel fuel (US$ per liter),,1,,,,,
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),43.39671649,43.25798764,43.1279998,43.00810244,42.90402894,42.82019852,42.75880325
Argentina,ARG,Population in urban agglomerations of more than 1 million,18717857,18856316,18995646,19136241,19280518,19430420,19587272
Argentina,ARG,Population in the largest city (% of urban population),37.26028575,37.03550022,36.81972738,36.61348375,36.42338959,36.25555094,36.11373386
Argentina,ARG,Population in largest city,14705533,14792181,14879100,14966530,15057273,15153729,15257673
Argentina,ARG,Population living in slums (% of urban population),,,,,,,
Argentina,ARG,Urban population living in areas where elevation is below 5 meters (% of total population),0.896204618,,,,,,
Argentina,ARG,Population density (people per sq. km of land area),15.76063274,15.92813508,16.09419079,16.2585101,16.42082662,16.58089261,
Argentina,ARG,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",98.02192869,94.13945992,93.85282467,,,,
Argentina,ARG,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",14.6316259,13.75144403,13.31183395,,,,
Argentina,ARG,"Access to electricity, urban (% of urban population)",99.86068726,99.94213104,100,100,100,100,
Argentina,ARG,Urban land area (sq. km),11432.73056,,,,,,
Argentina,ARG,Urban land area where elevation is below 5 meters (% of total land area),0.008851707,,,,,,
Argentina,ARG,Urban land area where elevation is below 5 meters (sq. km),243.1406744,,,,,,
Armenia,ARM,Urban population (% of total population),63.085,63.082,63.103,63.149,63.219,63.313,63.431
Armenia,ARM,Urban population,1815962,1807826,1799649,1791257,1783156,1776315,1770343
Armenia,ARM,Urban population growth (annual %),-0.43578728,-0.449033645,-0.453337251,-0.467403785,-0.453278,-0.384383434,-0.336768059
Armenia,ARM,"Mortality caused by road traffic injury (per 100,000 population)",16.7,15.7,16.4,20.4,20,,
Armenia,ARM,Pump price for gasoline (US$ per liter),,0.77,,,,,
Armenia,ARM,Pump price for diesel fuel (US$ per liter),,0.67,,,,,
Armenia,ARM,Population in urban agglomerations of more than 1 million (% of total population),37.21485655,37.48582874,37.77447708,38.08574973,38.40751017,38.71798911,39.0251217
Armenia,ARM,Population in urban agglomerations of more than 1 million,1071265,1074282,1077299,1080324,1083323,1086275,1089181
Armenia,ARM,Population in the largest city (% of urban population),58.99159784,59.42397111,59.86161746,60.31094366,60.75312536,61.15328644,61.52372732
