"","CountryNames","CourageAvgUnsampled","CourageVarUnsampled","CourageAvgSampled01","CourageVarSampled01","CourageAvgSampled02","CourageVarSampled02","CourageAvgSampled03","CourageVarSampled03","CourageAvgSampled04","CourageVarSampled04","CourageAvgSampled05","CourageVarSampled05","CourageAvgSampled06","CourageVarSampled06","CourageAvgSampled07","CourageVarSampled07","CourageAvgSampled08","CourageVarSampled08","CourageAvgSampled09","CourageVarSampled09","CourageAvgSampled10","CourageVarSampled10","GTI2018","GTI2019","GTI2020","Hofstede2010_IDV","Hofstede2010_MAS","GII2017","GII2018","GII2019","GII2020","GII2021","BCGIII2009","BloombergInnovation2015","CreativityIndex2015","OECD_Edu_Primary","OECD_Edu_Primary_SE","OECD_Edu_Secondary","OECD_Edu_Secondary_SE","OECD_Edu_Tertiary","OECD_Edu_Tertiary_SE","OECD_GDP_2017","OECD_GDP_2018","OECD_GDP_2019","OECD_GDP_2020","OECD_GDP_2021","OECD_Unemployment_2017","OECD_Unemployment_2018","OECD_Unemployment_2019","OECD_Unemployment_2020","OECD_Unemployment_2021","UN_Edu_Primary_ComplRate_2017","UN_Edu_Primary_ComplRate_2018","UN_Edu_Primary_ComplRate_2019","UN_Edu_Primary_EnrolRate_2017","UN_Edu_Primary_EnrolRate_2018","UN_Edu_Primary_EnrolRate_2019","UN_Edu_Secondary_EnrolRate_2017","UN_Edu_Secondary_EnrolRate_2018","UN_Edu_Secondary_EnrolRate_2019","UN_Edu_Tertiary_EnrolRate_2017","UN_Edu_Tertiary_EnrolRate_2018","UN_Edu_Tertiary_EnrolRate_2019","UN_GDP_2017","UN_GDP_2018","UN_GDP_2019","UN_GDP_Growth_2017","UN_GDP_Growth_2018","UN_GDP_Growth_2019","UN_GDP_percap_2017","UN_GDP_percap_2018","UN_GDP_percap_2019","UN_GDP_percap_growth_2017","UN_GDP_percap_growth_2018","UN_GDP_percap_growth_2019","UN_GDP_PPP_percap_2017","UN_GDP_PPP_percap_2018","UN_GDP_PPP_percap_2019","UN_GNI_Atl_2017","UN_GNI_Atl_2018","UN_GNI_Atl_2019","UN_GNI_Atl_percap_2017","UN_GNI_Atl_percap_2018","UN_GNI_Atl_percap_2019","UN_GNI_PPP_2017","UN_GNI_PPP_2018","UN_GNI_PPP_2019","UN_GNI_PPP_percap_2017","UN_GNI_PPP_percap_2018","UN_GNI_PPP_percap_2019","UN_Metro_Population_2017","UN_Metro_Population_2018","UN_Metro_Population_2019","UN_NetIncome_2017","UN_NetIncome_2018","UN_NetIncome_2019","UN_Patent_NonResident_2017","UN_Patent_NonResident_2018","UN_Patent_NonResident_2019","UN_Patent_Resident_2017","UN_Patent_Resident_2018","UN_Patent_Resident_2019","UN_Researcher_Density_2017","UN_Researcher_Density_2018","UN_RnD_2017","UN_RnD_2018","UN_RnD_2019","UN_TradeMark_NonResident_2017","UN_TradeMark_NonResident_2018","UN_TradeMark_NonResident_2019","UN_TradeMark_Resident_2017","UN_TradeMark_Resident_2018","UN_TradeMark_Resident_2019","UN_Unemployment_2017","UN_Unemployment_2018","UN_Unemployment_2019","UN_Urbanisation_2017","UN_Urbanisation_2018","UN_Urbanisation_2019","WB_Educ_Spending","WB_GDP_curent","WB_GDP_growth","WB_GDP_percap","WB_Gross_Primary_Enrollment","WB_Gross_Secndry_Enrollment","WB_Gross_UpprSec_Enrollment","WB_Immigrants","WB_Internet_Users","WB_Labour_Participation","WB_Patent_Rate","WB_RnD_Spending","WB_Service_Industry_Contribution","WB_UrbanPop_growth","WB_UrbanPop_percnt"
"30","Indonesia",0.65295569,0.028097007,0.65298,0.028479598,0.663243333,0.027300907,0.643706667,0.024044984,0.640266667,0.029019708,0.656186667,0.030638942,0.64231,0.027493445,0.636833333,0.02178135,0.662133333,0.02659235,0.651416667,0.02519423,0.638913333,0.028750962,4.543,5.07,4.629,14,43,30.1,29.8,29.72,26.49,27.1,-0.57,NA,0.202,NA,NA,NA,NA,NA,NA,951180568639.633,1000397424328.6,1050598964866.98,1028856362288.34,1062951373358.95,NA,NA,NA,NA,NA,100.8259201,102.3348389,NA,105.9114304,106.41082,NA,87.05921936,88.91017151,NA,36.44443893,36.31103897,NA,1.01562e+12,1.04227e+12,1.11909e+12,5.069785901,5.17429154,5.018159715,3837.578024,3893.859578,4135.201531,3.841197264,3.987824861,3.871444142,10935.63172,11644.75854,12311.50327,9.34208e+11,1.02816e+12,1.09662e+12,3530,3840,4050,2.80242e+12,3.02408e+12,3.23052e+12,10590,11300,11940,13.27615581,13.38305172,13.49937643,14.14393554,14.75733754,14.21035131,7032,8347,8388,2271,1407,3093,215.19041,215.99355,0.23805,0.22633,NA,16187,18145,22850,51918,56583,39171,3.88,4.4,3.62,54.659,55.325,55.985,3.6,1119191,5,4136,106.35,88.9,80.3,0.1,47.7,67.5,NA,NA,46.1,2.6,55.3
"31","Iran",0.674643094,0.037423124,0.673976667,0.040001347,0.677893333,0.03840453,0.655103333,0.037445023,0.674796667,0.032735761,0.667776667,0.041097652,0.671546667,0.037763566,0.67641,0.037334871,0.666636667,0.037499791,0.675276667,0.034465512,0.69082,0.036054971,4.399,4.717,4.157,41,43,32.09,33.44,34.43,30.89,32.9,NA,NA,0.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Ireland",0.65826577,0.032836246,0.643146667,0.033844085,0.65529,0.032749651,0.6489,0.03213304,0.657286667,0.034339128,0.646296667,0.036556892,0.658513333,0.030629863,0.661756667,0.029515971,0.640536667,0.035337895,0.664713333,0.02953474,0.66299,0.029093502,3.045,2.692,2.845,70,68,58.13,57.19,56.1,53.05,50.7,1.31,66.71,0.845,27,0.3,38,0.4,35,0.5,325704639732.831,355578749688.039,373729052142.26,395559902082.75,455564054507.899,6.7144164662,5.7615665436,4.95311299,5.7982376368,6.3413774741,98.28806305,97.32833862,100.6323166,100.8527832,101.0328827,100.9808578,125.3071213,154.9082947,138.091217,77.78061676,77.28288269,75.17993927,3.34602e+11,3.84854e+11,3.99122e+11,8.940012772,9.0301611,4.917006978,69601.68388,79068.97461,80886.61574,7.760441977,7.687745795,3.491900991,77749.20196,84665.60623,89550.72666,2.56157e+11,2.88519e+11,3.12021e+11,53280,59280,63230,2.96757e+11,3.19169e+11,3.42946e+11,61730,65570,69500,24.72065912,24.68354222,24.61658499,15.43070334,15.43100969,17.79993263,75,32,35,62,76,58,5401.03558,5243.12624,NA,1.14647,NA,1718,1819,1758,2052,1930,1642,6.71,5.74,4.95,62.947,63.17,63.405,3.5,398590,5.6,81637,101.05,155.1,204,17.6,84.5,61.8,NA,NA,61.4,0.6,63.2
"33","Israel",0.654890936,0.033384868,0.65148,0.030401006,0.65564,0.036163683,0.6598,0.034612154,0.648986667,0.034017786,0.660566667,0.031474574,0.663686667,0.030437326,0.629813333,0.041577811,0.661846667,0.028565963,0.655536667,0.029266872,0.659143333,0.031390351,4.578,4.525,4.522,54,47,53.88,56.79,57.43,53.55,53.4,0.21,84.2,0.665,12,0.5,34,0.8,54,0.7,327169086033.47,340620712361.633,353320873533.139,345981209572.312,367795550258.805,4.2316768754,3.9777253041,3.8191258588,4.289896178,5.157847492,105.5579681,102.4397507,101.9708328,104.901123,104.6884308,104.530159,105.0845566,105.5570602,104.9737015,63.35469055,61.47687149,60.32519913,3.55277e+11,3.73641e+11,3.97935e+11,4.377044428,3.983424594,3.77358981,40774.12961,42063.45313,43951.24773,2.372949592,1.999231494,1.811358909,39121.29583,40690.01183,42296.47503,3.30821e+11,3.6707e+11,3.94233e+11,37970,41320,43540,3.39159e+11,3.61176e+11,3.80788e+11,38920,40660,42060,57.71755822,57.93015716,57.85075105,16.20442419,15.73120742,16.38702387,5377,5857,6370,1436,1506,1368,NA,NA,4.81623,4.94079,NA,6916,7422,7428,2568,2622,2676,4.22,4,3.8,92.336,92.418,92.501,6.1,395099,3.5,46376,104.7,105.6,104.45,22.6,86.8,64,NA,NA,77.9,1.7,92.4
"34","Italy",0.625673874,0.034805,0.616703333,0.031335634,0.616476667,0.03996209,0.633886667,0.034373178,0.636693333,0.033789417,0.62688,0.03939418,0.628626667,0.037124389,0.619063333,0.034853203,0.60693,0.035473276,0.613986667,0.029480863,0.637853333,0.033785845,2.736,3.109,3.043,76,70,46.96,46.32,46.3,45.74,45.7,0.73,63.82,0.715,53,0.6,34,0.5,13,0.2,1893426141956.56,1908604980697.45,1916385609702.44,1743939481433.61,1854037499706.43,11.3015081488,10.6560200447,9.9571764614,9.3069962473,9.6023987124,98.81697845,97.64672089,97.63696289,101.8793564,101.2479477,100.9693375,101.2704086,101.3531036,101.1882629,61.93299866,64.29161835,66.0515976,1.95695e+12,2.09091e+12,2.00938e+12,1.667859041,0.925810941,0.410278294,32326.67421,34605.26273,33641.63375,1.820333852,1.11781662,1.574737716,41581.12079,43119.35319,44950.93403,1.89725e+12,2.04276e+12,2.08305e+12,31340,33810,34870,2.53122e+12,2.63412e+12,2.70808e+12,41810,43600,45340,18.63251436,18.74415442,19.00433894,6.154797261,6.590810585,6.529199365,1031,900,898,8643,8921,9229,2313.65481,2306.76644,1.37013,1.39181,NA,5098,5275,5209,36873,37320,37690,11.21,10.61,9.95,70.144,70.438,70.736,4,2003576,0.3,33090,101.2,101.3,100.15,10.6,74.4,49.4,NA,NA,74,0.3,70.4
"35","Japan",0.627829505,0.032219152,0.627026667,0.029721317,0.631943333,0.032650408,0.628236667,0.034032563,0.6425,0.03689694,0.63911,0.032897369,0.62286,0.037814756,0.639256667,0.034563616,0.63747,0.031443855,0.62221,0.03189513,0.618956667,0.029035052,2.926,2.291,2.014,46,95,54.72,54.95,54.68,52.7,54.5,2.26,89.73,0.708,10,0.4,42,0.5,47,0.3,4555428925846.87,4580886172070.11,4581579544021.2,4371428340123.55,4451695308229.53,2.8187703068,2.4378340125,2.3490542062,2.7848224145,2.8286606029,NA,NA,NA,97.71048737,97.58688354,NA,102.4945068,101.9541473,NA,63.80704117,64.10384369,NA,4.93084e+12,5.03689e+12,5.14878e+12,1.675331752,0.558851275,0.270304645,38891.08627,39808.16856,40777.6087,1.842709058,0.76286091,0.4800882,41505.08248,42386.39981,42896.33109,4.87253e+12,5.20077e+12,5.2489e+12,38430,41100,41570,5.37913e+12,5.46809e+12,5.52533e+12,42430,43220,43760,64.36373311,64.62804209,64.71829775,7.493128811,6.858039131,NA,58189,59937,62597,260292,253630,245372,5304.13762,5331.15027,3.20798,3.27512,NA,34154,38423,39460,154777,145270,148914,2.8,2.4,2.4,91.535,91.616,91.698,3.2,NA,NA,NA,NA,NA,NA,2.2,92.7,NA,NA,NA,NA,NA,NA
"36","Kenya",0.668793548,0.037392818,0.667476667,0.0374073,0.668403333,0.03739075,0.669046667,0.037991483,0.672296667,0.036505848,0.666083333,0.037737669,0.67238,0.037423848,0.668126667,0.03760967,0.67136,0.037444097,0.668036667,0.037205654,0.671736667,0.037720148,6.114,5.756,5.644,27,41,30.95,31.07,31.13,26.13,27.5,-1.01,NA,0.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.46471024,NA,10.0383997,82035800868,92202956321,1.00555e+11,3.815506427,5.62910144,4.981132628,1633.491216,1794.091175,1912.647867,1.397716647,3.221429193,2.622086845,4203.585011,4443.179109,4641.080377,75729822839,86570500446,96119242042,1510,1680,1830,2.07227e+11,2.24899e+11,2.40095e+11,4130,4380,4570,10.74881286,10.89609062,11.05146203,-3.775597125,-4.099372357,-5.028488047,43,42,41,135,244,294,NA,NA,NA,NA,NA,3112,NA,3302,3675,NA,3903,2.69,2.64,2.6,26.562,27.03,27.507,5.3,5082466,0.7,40063,103.2,NA,NA,2,22.6,61.6,NA,NA,69.9,0,91.6
"37","Kuwait",0.704387701,0.035221557,0.704996667,0.034191635,0.713506667,0.036471475,0.700456667,0.035586777,0.698323333,0.034921551,0.707206667,0.036044867,0.70797,0.035928156,0.699343333,0.036335698,0.705736667,0.035771686,0.70518,0.035031519,0.70416,0.034283386,3.126,2.487,1.795,NA,NA,36.1,34.43,34.55,28.4,29.9,0.06,NA,0.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.37188721,91.81941223,84.59255981,95.688797,92.36026764,88.00608826,NA,NA,NA,55.36050034,54.36413956,55.30754852,1.20707e+11,1.38182e+11,1.36197e+11,-4.712106209,1.246129408,0.42746394,29759.46747,33399.06044,32373.25112,-7.043499891,-0.741247103,-1.237854086,50855.55291,51690.56896,51962.04776,1.27359e+11,1.38314e+11,1.52654e+11,31400,33430,36290,2.38368e+11,2.42236e+11,2.47942e+11,58770,58550,58930,70.06024503,72.25146556,72.55614765,16.66731857,20.40568916,NA,NA,256,NA,NA,1,NA,501.56567,513.86021,0.0804,0.06238,NA,6434,7195,NA,3601,3543,NA,2.25,2.34,2.41,100,100,100,3.8,95502,5.4,1817,88.55,NA,NA,72.8,99.5,74.9,NA,NA,46.2,4.4,27
"38","Latvia",0.621949821,0.035960945,0.62747,0.033041581,0.617316667,0.03357619,0.619073333,0.035481794,0.630543333,0.035656409,0.622483333,0.035561909,0.622213333,0.03745178,0.628133333,0.036408825,0.620163333,0.039518431,0.630713333,0.037139075,0.611103333,0.035483317,0.458,0.229,0.115,70,9,44.61,43.18,43.23,41.11,40,0.12,43.32,0.563,NA,NA,NA,NA,NA,NA,28830855267.1227,29981056627.8112,30725883946.5741,29614048628.705,30887633735.4823,8.7108813752,7.40985888,6.3089344396,8.1085948018,7.4795682495,99.31181335,98.3991394,98.30753326,99.36784363,99.61438751,99.98343658,110.7232513,109.1557007,107.6024628,88.05742645,93.02448273,94.86453247,30408509602,34412210812,34308783825,3.31308889,3.989480387,2.484326355,15656.34749,17856.30712,17926.84159,4.232734576,4.802866946,3.199320082,28673.5634,30811.07179,32240.80702,28839290841,31859855478,34043351900,14850,16530,17790,55551256148,58415554605,60780302725,28600,30310,31760,NA,NA,NA,4.130725381,5.098202694,3.363879313,7,24,5,90,86,82,1784.63705,1792.10447,0.51459,0.64083,NA,1539,1588,1497,1521,1843,1092,8.72,7.41,6.31,68.075,68.142,68.222,4.4,134624,0.4,31999,99.65,109.15,115.4,12.7,86.1,73.4,NA,NA,48.3,5.4,100
"39","Lebanon",0.697282565,0.032613958,0.69786,0.033795766,0.700663333,0.030514572,0.699526667,0.033555334,0.70999,0.029961468,0.695646667,0.034099801,0.69187,0.032006488,0.68889,0.033110105,0.692223333,0.03529499,0.7026,0.03073998,0.693716667,0.030860311,5.154,4.395,3.661,NA,NA,30.64,28.22,28.54,26.02,25.1,NA,NA,0.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53324800959,55276157552,51953744507,0.782014001,-1.702174807,-7.15724707,7819.60467,8058.444337,7578.172368,-0.771117558,-2.275890999,-7.107153733,16043.0607,16054.36246,15179.58021,51061978859,53187972870,50898328130,7490,7750,7420,1.08974e+11,1.09498e+11,1.02827e+11,15980,15960,15000,34.19518187,34.77371517,35.10760156,-18.57385879,-22.28996785,-23.35315107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.18,6.1,6.04,88.429,88.593,88.758,2.4,NA,NA,NA,NA,NA,NA,25.1,78.2,NA,NA,NA,NA,NA,NA
"40","Lithuania",0.627829812,0.034414823,0.63137,0.031990869,0.624723333,0.036020957,0.613956667,0.035781634,0.619733333,0.035336477,0.634906667,0.03449561,0.64054,0.034295587,0.62084,0.037879767,0.62251,0.034673201,0.61712,0.035478353,0.63833,0.033324168,0,0.458,0.229,60,19,41.17,41.19,41.46,39.18,39.9,0.16,39.74,0.49,6,0.3,65,0.8,29,0.7,44294395720.231,46063208378.0734,48170033932.1687,48106241591.1084,50583280931.8483,7.073409126,6.147806793,6.255207005,8.4881664293,7.0500539283,102.0011597,104.2855988,104.2602692,103.8747482,104.2653427,102.9923782,108.4017563,108.2379379,108.4455109,72.41745758,73.7303009,72.00897217,47640770634,53724663843,54697379017,4.282596951,3.993310328,4.573771737,16843.69965,19176.81215,19575.76848,5.751046557,4.990353856,4.850949754,33761.87124,36365.36049,38805.74943,43180276969,48893352139,53214693569,15270,17450,19050,92039550958,98719684031,1.04649e+11,32540,35240,37450,NA,NA,NA,9.920005307,11.06005449,11.60022163,46,24,33,81,81,90,3071.96071,3190.70248,0.89641,0.94181,NA,1651,1737,1479,2528,2438,1937,7.07,6.15,6.26,67.516,67.679,67.855,3.8,34103,2.1,17885,104.25,108.2,113.45,5.3,81.6,61,NA,NA,74.4,-1.2,68.1
"41","Malaysia",0.663289398,0.028608326,0.661486667,0.027573408,0.669266667,0.030628169,0.66452,0.031484946,0.67342,0.02869397,0.664046667,0.026783516,0.65666,0.028877188,0.68537,0.027960769,0.654556667,0.025320448,0.675933333,0.028535213,0.6727,0.029032592,2.7,2.495,2.09,26,50,42.72,43.16,42.68,42.42,41.9,0.93,60.57,0.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.49160004,99.36345673,100.6573563,105.2916031,104.935997,104.3825226,85.44908142,81.99226379,83.74816132,43.71517944,45.1253891,43.06161118,3.19112e+11,3.58792e+11,3.65276e+11,5.81272241,4.84305661,4.439471288,10259.30481,11380.08209,11432.823,4.383943957,3.435158958,3.06080886,26661.50742,28239.50008,29623.40516,3.09437e+11,3.35819e+11,3.59659e+11,9950,10650,11260,8.05936e+11,8.62611e+11,9.21758e+11,25910,27360,28850,23.52877728,23.99106852,24.35165065,4.887001499,0.81344649,-0.246850033,5906,6179,6480,1166,1116,1071,NA,2184.7224,NA,1.04086,NA,21612,23793,24125,19481,19863,22485,3.41,3.3,3.31,75.447,76.036,76.607,4.2,53367,-5.6,7784,NA,83.85,78.6,10.7,84.2,47,NA,NA,80.7,6.2,88.6
"42","Malta",0.651407104,0.033900215,0.653616667,0.033104164,0.652036667,0.034171393,0.6514,0.034243258,0.657966667,0.034260614,0.65156,0.032730729,0.650553333,0.034520208,0.645636667,0.033779824,0.651836667,0.035537876,0.649613333,0.032711703,0.655353333,0.032603487,NA,NA,NA,59,47,50.6,50.29,49.01,46.39,47.1,0.2,36.17,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.9341888,103.5776367,108.3026276,104.9983673,106.6741714,106.6061783,104.7541199,107.2667389,108.0291824,54.25991821,59.25175858,64.87290955,13221298308,14864712990,15215714309,8.119425289,5.179224796,5.539566337,28250.69777,30672.29224,30186.19596,5.198577394,1.569799693,1.47093023,42644.05085,44482.23968,46766.76668,11296118680,13129381677,14287266004,24140,27090,28340,17926316212,19949251015,21796888075,38300,41160,43240,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,5,2130.46288,1946.50858,0.58424,0.57246,NA,396,NA,196,771,NA,535,4,3.66,3.4,94.546,94.612,94.678,4.8,54627,4.3,19795,106.6,108.05,109.15,26,85.8,61.4,NA,NA,68.3,-1.1,67.7
"43","Mexico",0.687314994,0.031985667,0.677593333,0.033201092,0.692406667,0.034969533,0.684893333,0.028207721,0.687473333,0.029505882,0.67305,0.026832482,0.69571,0.032419845,0.682843333,0.036016173,0.677576667,0.032669603,0.71035,0.025114844,0.687803333,0.03115767,3.533,4.08,4.316,30,69,35.79,35.34,36.06,33.6,34.5,-0.16,NA,0.407,NA,NA,NA,NA,NA,NA,1228743824070.8,1255714686364.47,1253497100683.46,1149343592260.95,1217172168872.41,3.4188671668,3.3292469861,3.4946009115,4.4081203201,4.0794520922,104.0978394,102.2558899,102.465538,105.7700119,105.0280685,104.6558228,104.3850327,105.103363,104.6472397,40.22895813,41.52280045,42.83069992,1.15891e+12,1.22241e+12,1.26943e+12,2.113129135,2.194994725,-0.176599456,9287.849587,9686.984927,9950.45008,0.931456542,1.050314217,-1.260115672,19721.26098,20258.81045,20456.96437,1.11262e+12,1.15898e+12,1.20864e+12,8920,9180,9470,2.39688e+12,2.48734e+12,2.53392e+12,19210,19710,19860,40.67266436,40.70904403,40.76805435,7.020104586,6.840472187,7.389252288,15850,14869,14636,1334,1555,1305,NA,NA,0.32843,0.31291,NA,30462,32227,32946,108590,109353,112970,3.42,3.28,3.48,79.867,80.156,80.444,4.5,364684,4.3,11414,105.05,105.2,84.15,0.9,70.1,64.4,NA,NA,54.8,2.7,76
"44","Morocco",0.689477204,0.034439738,0.68714,0.03478002,0.696406667,0.034933553,0.691116667,0.033860799,0.691406667,0.034829827,0.689363333,0.033516453,0.695473333,0.032995421,0.689913333,0.034762869,0.689183333,0.035254973,0.693266667,0.033392671,0.685006667,0.03410196,0.038,1.215,0.565,46,53,32.72,31.09,31.63,28.97,29.3,-0.57,27.69,0.178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.92952728,93.59745789,97.13572693,112.4021606,113.8765793,114.764679,79.86486816,80.22619629,81.18557739,33.78467941,35.93592834,38.54533005,1.09683e+11,1.18096e+11,1.1987e+11,4.254603273,3.148502656,2.607935495,3035.454433,3226.982794,3230.409722,2.896264323,1.844616986,1.21592356,7312.056779,7625.735753,7856.245057,1.04153e+11,1.1326e+11,1.18743e+11,2880,3090,3200,2.59034e+11,2.73636e+11,2.85769e+11,7170,7480,7700,21.70382008,21.73160137,21.77393329,20.44904366,19.1915917,19.27177291,2026,2350,2531,198,187,199,NA,NA,NA,NA,NA,5415,5785,5451,7890,7495,9897,9.19,9.08,9.01,61.908,62.453,62.994,5.3,14864,4.7,33752,114.7,81.15,62.35,0.3,74.4,56.3,NA,NA,86.3,0.6,94.6
"45","Netherlands",0.634946337,0.03152459,0.637666667,0.029873006,0.65631,0.026182964,0.647133333,0.028576136,0.626953333,0.030437543,0.645553333,0.029929485,0.659346667,0.032464709,0.63619,0.035230649,0.640816667,0.028423047,0.637763333,0.035603191,0.636846667,0.032607374,1.96,2.347,2.689,80,14,63.36,63.32,61.44,58.76,58.6,1.12,67.08,0.889,29,0.7,36,0.8,35,0.6,805579174284.452,824261277625.718,839986860456.029,808022047892.377,843045116807.313,4.8551943371,3.8367048724,3.3893275301,3.8396805787,3.3669342435,NA,NA,NA,104.2296219,105.2210312,106.0958176,135.575119,134.2794342,134.3587341,84.98045349,87.09784698,NA,8.3181e+11,9.13597e+11,9.10194e+11,2.910902513,2.360915095,1.955588416,48554.99228,53018.62936,52476.27325,2.304284733,1.764937264,1.289889121,55088.6338,57901.09701,59675.18034,8.07025e+11,8.83168e+11,9.22397e+11,47110,51250,53180,9.50908e+11,1.00916e+12,1.03938e+12,55510,58560,59920,12.43474516,12.41595104,12.38986227,18.36230226,18.59637869,18.21930611,365,394,449,2241,2111,2228,4887.21604,5604.5408,1.98308,2.16374,NA,NA,NA,NA,NA,NA,NA,4.84,3.83,3.38,91.077,91.49,91.876,5.2,1256441,-0.3,9849,105.25,134.3,135.95,13.8,93.3,60.7,NA,NA,63.6,1.8,80.2
"46","New Zealand",0.646523892,0.03380099,0.64955,0.033785232,0.657293333,0.032774121,0.633143333,0.035488779,0.65206,0.027971508,0.659516667,0.034005849,0.65232,0.030855402,0.655846667,0.039001903,0.6473,0.036050719,0.64899,0.035182933,0.644783333,0.037735341,0.286,0.143,4.337,79,58,52.87,51.29,49.55,47.01,47.5,0.77,69.36,0.949,20,0.8,28,0.9,52,1.1,190729931004.312,199147183459.006,205087717707.415,202789691520.423,212256106039.295,4.7417364884,4.3146067416,4.1003290937,4.5954918749,3.895063792,NA,NA,NA,99.97476196,101.0714188,101.6776962,114.5900421,114.6388321,123.1441803,82.03321838,82.98303223,80.30255127,2.06951e+11,2.12226e+11,2.12891e+11,3.613281553,3.20574788,1.633932613,42992.89527,43306.07,42755.21626,1.471532859,1.373543647,0.027564149,42285.3199,43930.88142,45073.20308,1.87274e+11,2.04248e+11,2.1346e+11,38910,41680,42870,1.95916e+11,2.07594e+11,2.18824e+11,40700,42360,43950,31.6949061,31.76906909,31.77209648,13.84413684,13.6396932,NA,5146,5221,5690,1014,1017,324,5529.5219,NA,1.34692,NA,NA,14025,14817,14996,9320,9666,9453,4.7,4.3,4.07,86.466,86.538,86.615,6.3,119701,3.6,3282,101.1,114.75,131.15,28.7,90.8,45.2,NA,NA,57.6,2.4,62.5
"47","Norway",0.636295716,0.032913686,0.653946667,0.032955435,0.639063333,0.036230401,0.643686667,0.030225674,0.646186667,0.030645497,0.631013333,0.036094588,0.6288,0.036879278,0.621643333,0.033352591,0.637493333,0.036377468,0.640833333,0.034258146,0.62619,0.035876542,0.153,0.076,1.297,69,8,53.14,52.63,51.87,49.29,50.4,1.14,73.31,0.883,22,0.6,38,0.7,41,0.6,399667014347.895,404138803841.432,407152902845.967,404232951588.958,420814900456.198,4.1614180721,3.8002113218,3.687677889,4.4216483905,4.9129637042,101.0350189,99.123909,100.5062485,100.2602081,100.0776291,100.215332,116.8744202,117.4500885,118.620163,81.99234772,83.01725769,83.23069,3.98394e+11,4.37e+11,4.0551e+11,2.323258407,1.118828827,0.851897614,75496.75406,82267.80932,75826.08188,1.50014938,0.453550831,0.173378197,64050.75617,69710.48451,68345.06942,3.99221e+11,4.26657e+11,4.36502e+11,75650,80320,81620,3.50409e+11,3.84207e+11,3.7611e+11,66400,72330,70330,18.90197174,19.05574185,19.19928884,17.19660874,18.0396019,15.48089651,908,592,582,1152,1082,957,6350.06229,6466.70021,2.09919,2.07264,NA,11127,11639,11688,4514,4855,4251,4.16,3.8,3.69,81.871,82.248,82.616,7.9,907051,1.7,53053,100.1,117.4,129.45,15.7,98,63.4,NA,NA,78.3,1,91.5
"48","Pakistan",0.706598896,0.034159896,0.71075,0.030854837,0.70729,0.031291417,0.715566667,0.032443805,0.69574,0.035708461,0.70972,0.034787092,0.707506667,0.033251094,0.713693333,0.034623049,0.713026667,0.032170896,0.695006667,0.035287217,0.716553333,0.033494997,8.181,7.889,7.541,14,50,23.8,24.12,25.36,22.31,24.4,-0.82,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.07129669,72.92545319,90.58917236,94.32820129,95.48413849,40.40158844,42.67465973,44.8681488,9.348919868,8.9584198,12.22064018,3.04567e+11,3.14568e+11,2.79057e+11,5.554277437,5.836417498,1.144749605,1464.926195,1482.213067,1288.556325,3.383928004,3.681034462,-0.8808181,4571.205078,4853.266557,4896.393145,2.9028e+11,3.14469e+11,3.05106e+11,1400,1480,1410,9.34736e+11,1.0122e+12,1.03907e+12,4500,4770,4800,19.87675019,20.0706133,20.20891508,4.528885103,3.294772557,3.228513888,505,586,561,193,306,313,335.58065,NA,0.23627,NA,NA,7793,7438,5591,30632,30543,32741,3.94,4.08,3.98,36.442,36.666,36.907,2.9,206936,1.5,43229,95.1,43.7,34.7,1.5,17.1,69.8,NA,NA,71.6,1.1,86.5
